gene_accession,A_B1_alignment_dedup,PT010H2T0_alignment_dedup,A_P1_alignment_dedup,A_P2_alignment_dedup,A_B2_alignment_dedup,UK034D1T0_alignment_dedup,PT131D1T0_alignment_dedup,UK020D1T0_alignment_dedup,UK008H1T0_alignment_dedup,A_H2_alignment_dedup,A_H1_alignment_dedup
MEG_7157|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,2988.0,3111.0,2924.0,2717.0,3069.0,2750.0,2657.0,950.0,2943.0,395.0,635.0
MEG_7315|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,414.0,0,359.0,364.0,514.0,0,0,0,0,363.0,428.0
MEG_3922|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXQ,0,44.0,0,0,0,0,0,0,0,0,0
MEG_891|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,31.0,0,0,0,0,50.0,49.0
MEG_2665|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPSA,0,0,0,0,0,0,0,0,0,48.0,38.0
MEG_8710|Drugs|betalactams|Class_A_betalactamases|TEM,118.0,0,55.0,125.0,0,0,477.0,0,0,0,0
MEG_3200|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,0,149.0,0,0,0,68.0,0,0,0,101.0
MEG_4|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,1577.0,1333.0,1790.0,1746.0,1720.0,1213.0,0,928.0,1264.0,2433.0,2447.0
MEG_2533|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,229.0,0,0,0,0,0,0
MEG_846|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,103.0,62.0,27.0,0,0,0,0,0,34.0
MEG_8365|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,573.0,567.0
MEG_3067|Drugs|Fusidic_acid|Ribosomal_zinc-binding_protein|FUSB,0,0,0,0,0,9.0,281.0,0,0,0,0
MEG_3778|Drugs|betalactams|Penicillin_binding_protein|MECA,0,0,29.0,21.0,0,0,0,0,0,0,0
MEG_4777|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,106.0,148.0
MEG_3616|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUF,0,0,0,16.0,0,0,0,0,0,568.0,629.0
MEG_6638|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,151.0,1321.0,93.0,43.0,74.0,0,89.0,0,0,269.0,386.0
MEG_6655|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHA,1787.0,1400.0,1756.0,1918.0,1563.0,545.0,1881.0,1915.0,1834.0,100.0,83.0
MEG_6998|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET44,3778.0,3065.0,3765.0,3756.0,3783.0,536.0,0,0,1444.0,2314.0,3294.0
MEG_6896|Drugs|betalactams|Class_A_betalactamases|TEM,208.0,0,121.0,307.0,61.0,0,644.0,0,0,0,0
MEG_3129|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,1227.0,1258.0
MEG_830|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,147.0,0,0,0,0,13.0,0
MEG_7158|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,3220.0,3192.0,3269.0,3186.0,3216.0,3096.0,2991.0,1678.0,3151.0,592.0,959.0
MEG_1001|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,66.0,0,35.0,63.0,780.0,0,0,0,0,0,0
MEG_843|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,83.0,45.0,0,0,0,0,0,0,14.0
MEG_4056|Drugs|Cationic_antimicrobial_peptides|Defensin-resistant_mprF|MPRF,620.0,0,2219.0,1732.0,475.0,561.0,1335.0,0,0,0,0
MEG_395|Drugs|betalactams|Class_A_betalactamases|ACI,1540.0,0,1578.0,1591.0,1513.0,0,0,0,432.0,117.0,130.0
MEG_2042|Metals|Copper_resistance|Copper_resistance_protein|COPB,0,0,0,0,0,0,0,0,0,225.0,204.0
MEG_7121|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,2424.0,1066.0,1832.0,2285.0,2894.0,3022.0,1572.0,0,964.0,178.0,415.0
MEG_6883|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,139.0,0,0,0,0
MEG_1096|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,220.0,182.0,442.0,586.0,299.0,126.0,0,0,0,686.0,667.0
MEG_7106|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,2412.0,812.0,773.0,970.0,2687.0,0,1299.0,0,401.0,569.0,979.0
MEG_7482|Drugs|Glycopeptides|VanL-type_regulator|VANRI,0,0,0,0,18.0,0,0,0,0,30.0,72.0
MEG_11|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,2063.0,1687.0,1905.0,1966.0,2242.0,1647.0,1179.0,1093.0,1541.0,2241.0,2225.0
MEG_4317|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA,421.0,0,0,0,3072.0,0,0,0,0,0,0
MEG_2848|Drugs|MLS|23S_rRNA_methyltransferases|ERMT,1031.0,0,269.0,163.0,1001.0,0,0,0,0,0,41.0
MEG_6950|Drugs|betalactams|Class_A_betalactamases|TEM,194.0,0,104.0,296.0,37.0,0,687.0,0,0,0,0
MEG_2493|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,7.0,0,0,0,0,0,0
MEG_2901|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|FEXA,302.0,0,0,0,1138.0,0,0,0,0,0,0
MEG_6147|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSH|RequiresSNPConfirmation,2844.0,2590.0,2903.0,2941.0,2845.0,1896.0,2936.0,2959.0,2919.0,2378.0,2374.0
MEG_3984|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,2504.0,0,1643.0,1950.0,2829.0,1593.0,941.0,0,0,3350.0,3330.0
MEG_1046|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,202.0,161.0,411.0,739.0,230.0,130.0,0,0,0,635.0,626.0
MEG_3825|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,0,1853.0,0,0,0,0,1476.0,0,903.0,349.0,681.0
MEG_4162|Metals|Sodium_resistance|Sodium_resistance_protein|NHAA,2145.0,973.0,2041.0,2244.0,1813.0,700.0,2191.0,2223.0,2126.0,92.0,105.0
MEG_1558|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,0,58.0,0,0,0,0,0,0,0,748.0,961.0
MEG_2667|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPSA,0,0,0,0,0,0,0,0,0,138.0,136.0
MEG_6071|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTF,0,856.0,1119.0,668.0,0,0,0,0,0,0,0
MEG_5423|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|PCOE,0,0,271.0,748.0,0,0,0,0,0,41.0,44.0
MEG_6914|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,138.0,0,0,0,0
MEG_2693|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|EATAV|RequiresSNPConfirmation,0,2506.0,0,0,0,59.0,1850.0,0,1183.0,0,22.0
MEG_220|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,6.0
MEG_6771|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,286.0,0,0,0,0
MEG_3088|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,21.0,22.0
MEG_770|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,60.0,63.0,0,0,57.0,0,0,190.0,200.0
MEG_7105|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,2385.0,884.0,1898.0,2297.0,2776.0,2977.0,1616.0,0,950.0,211.0,393.0
MEG_840|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,38.0,29.0,0,0,0,0,0,62.0,55.0
MEG_5154|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,433.0,568.0
MEG_7494|Drugs|Glycopeptides|VanB-type_regulator|VANSB,0,29.0,0,0,0,0,0,0,0,0,0
MEG_2739|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|EPTA,3030.0,1395.0,2859.0,3208.0,2690.0,645.0,3063.0,3160.0,2958.0,126.0,162.0
MEG_3513|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KPN,2082.0,1680.0,1904.0,2745.0,1420.0,516.0,2726.0,2896.0,2465.0,74.0,65.0
MEG_6617|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,270.0,1482.0,176.0,102.0,138.0,0,113.0,0,0,552.0,690.0
MEG_5322|Drugs|Pactamycin|Pactamycin-resistant_16S_ribosomal_subunit_protein|P16S|RequiresSNPConfirmation,953.0,0,0,0,1106.0,0,0,0,0,959.0,1027.0
MEG_5146|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,11.0,0
MEG_3780|Drugs|betalactams|Penicillin_binding_protein|MECA,0,0,0,0,0,0,96.0,0,0,0,0
MEG_3934|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXT,0,0,0,0,0,0,0,0,0,0,19.0
MEG_6546|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODB,0,26.0,0,0,0,0,0,0,0,545.0,538.0
MEG_7602|Drugs|Glycopeptides|VanD-type_accessory_protein|VANYD,0,60.0,0,0,0,0,0,0,0,0,0
MEG_3842|Metals|Mercury_resistance|Mercury_resistance_protein|MERA,0,0,265.0,679.0,173.0,0,0,0,0,3034.0,3104.0
MEG_2921|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,186.0,0,0,0,56.0,0,251.0,0,0,36.0,36.0
MEG_6499|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILA,0,0,3233.0,5794.0,0,0,82.0,0,120.0,364.0,389.0
MEG_2702|Biocides|Acid_resistance|Acid_resistance_protein|EEFX,0,0,0,0,0,0,0,0,0,6.0,6.0
MEG_880|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,87.0
MEG_3131|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,901.0,904.0
MEG_7475|Drugs|Glycopeptides|VanD-type_regulator|VANRD,0,23.0,0,0,0,0,0,0,0,0,0
MEG_6835|Drugs|betalactams|Class_A_betalactamases|TEM,32.0,24.0,0,49.0,0,0,354.0,0,0,0,0
MEG_2820|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,0,0,0,0,98.0,0,0,0,0,0,0
MEG_6627|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,308.0,1423.0,142.0,73.0,159.0,0,130.0,0,0,476.0,610.0
MEG_2745|Drugs|MLS|Macrolide_esterases|EREA,0,0,0,0,0,0,0,0,0,1087.0,1136.0
MEG_4045|Drugs|MLS|Macrolide_phosphotransferases|MPHG,0,0,0,22.0,0,0,0,0,0,680.0,1139.0
MEG_823|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,390.0,448.0
MEG_7615|Drugs|Glycopeptides|VanA-type_accessory_protein|VANZA,0,0,0,0,0,0,207.0,0,0,0,0
MEG_6740|Drugs|betalactams|Class_A_betalactamases|TEM,110.0,0,56.0,150.0,28.0,0,587.0,0,0,0,0
MEG_7113|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,1939.0,742.0,1129.0,849.0,2389.0,0,743.0,0,99.0,1415.0,2003.0
MEG_4911|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,283.0,362.0
MEG_7307|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,487.0,0,520.0,627.0,568.0,0,0,0,0,458.0,580.0
MEG_2724|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB,1697.0,1506.0,1572.0,2418.0,1090.0,493.0,2484.0,2693.0,2224.0,63.0,57.0
MEG_3852|Metals|Mercury_resistance|Mercury_resistance_protein|MERB,0,0,0,0,0,0,27.0,0,0,0,0
MEG_7430|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,0,202.0,0,0,0,0,0,0,0,0,0
MEG_822|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,58.0,69.0
MEG_5826|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACC,0,0,0,0,0,26.0,101.0,0,0,0,0
MEG_800|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,15.0,0,114.0,54.0,32.0,0,34.0,0,0,43.0,18.0
MEG_90|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,100.0,0,0,0,0,0,0,0,0,0
MEG_1149|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,90.0,0,350.0,411.0,183.0,0,0,0,0,56.0,47.0
MEG_2435|Drugs|betalactams|Class_A_betalactamases|CTX,1657.0,0,1548.0,1555.0,1494.0,95.0,384.0,0,0,535.0,608.0
MEG_6991|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40,2353.0,2299.0,2357.0,2357.0,2349.0,2304.0,0,2223.0,2282.0,1724.0,1978.0
MEG_6632|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,188.0,1324.0,112.0,53.0,100.0,0,96.0,0,0,391.0,520.0
MEG_2909|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|FIEF,1666.0,1389.0,1641.0,1733.0,1530.0,573.0,1703.0,1731.0,1671.0,81.0,131.0
MEG_4128|Metals|Nickel_resistance|Nickel_MFS_efflux_regulator|NCRYN,0,0,0,0,0,0,0,0,0,11.0,17.0
MEG_2790|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,233.0,732.0,716.0,702.0,269.0,0,0,0,0,0,254.0
MEG_4418|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,500.0,632.0
MEG_7095|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,2036.0,0,2653.0,2664.0,2032.0,79.0,0,0,0,87.0,98.0
MEG_6921|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,101.0,0,0,0,0
MEG_955|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,35.0,34.0
MEG_2485|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,58.0,0,0,92.0,0,0,0,0
MEG_3291|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR,1563.0,1159.0,1539.0,1638.0,1384.0,492.0,1584.0,1614.0,1526.0,64.0,70.0
MEG_7543|Drugs|Glycopeptides|VanG-type_accessory_protein|VANWG,0,81.0,103.0,53.0,0,0,0,0,0,0,16.0
MEG_420|Drugs|betalactams|Class_C_betalactamases|ACT,0,0,0,0,0,0,0,0,0,12.0,0
MEG_938|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,61.0,0,0,0,28.0,0,0,0,0
MEG_6501|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILC,0,0,1442.0,2652.0,0,0,27.0,0,0,110.0,122.0
MEG_798|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,146.0,78.0,28.0,0,35.0,0,0,19.0,38.0
MEG_2024|Metals|Copper_resistance|Copper_resistance_protein|COPA,89.0,89.0,81.0,142.0,65.0,16.0,216.0,245.0,151.0,3.0,4.0
MEG_7138|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,1307.0,344.0,3321.0,3442.0,1339.0,0,1166.0,0,0,338.0,680.0
MEG_5385|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0,285.0,0,0,0,0,367.0,0,447.0,0,229.0
MEG_1592|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0,0,7.0,0,0,0,0,0,0,0,0
MEG_1153|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,0,0,0,0,299.0,0,0,0,0,60.0,73.0
MEG_6164|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,0,0,0,0,5.0,0,0,0,0,0,0
MEG_3715|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,0,0,0,0,0,0,0,0,0,0,40.0
MEG_4002|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODA,1440.0,869.0,1404.0,1484.0,1288.0,338.0,1358.0,1367.0,1271.0,78.0,79.0
MEG_6582|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,114.0,1079.0,60.0,41.0,209.0,0,70.0,0,13.0,247.0,335.0
MEG_2781|Drugs|MLS|23S_rRNA_methyltransferases|ERM42,0,0,0,0,0,0,0,0,0,11.0,0
MEG_2958|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0,40.0,0,0,0,0,0,0,0,0,0
MEG_3862|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,0,0,0,0,0,0,0,0,0,229.0,244.0
MEG_7145|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,2482.0,990.0,1820.0,2426.0,2977.0,2279.0,1812.0,0,842.0,242.0,524.0
MEG_2911|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,72.0,0,0,0,18.0,0,103.0,0,0,14.0,0
MEG_4011|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,0,0,0,0,0,0,0,0,0,48.0,60.0
MEG_7213|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,3643.0,3487.0,3674.0,3651.0,3646.0,1812.0,0,1613.0,3399.0,1233.0,1479.0
MEG_7051|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,863.0,0,904.0,1076.0,357.0,0,0,0,0,0,0
MEG_6099|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,532.0,0,0,0,0,0,852.0,918.0
MEG_1652|Biocides|Biguanide_resistance|Biguanide_cation_efflux|CEPAB,0,0,0,0,0,0,0,0,0,25.0,27.0
MEG_6106|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,1192.0,0,0,0,280.0,0,0,403.0,447.0
MEG_7835|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YIEF,990.0,779.0,958.0,1040.0,886.0,334.0,1019.0,1055.0,1004.0,62.0,38.0
MEG_6979|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET36,38.0,0,0,29.0,299.0,0,0,0,0,76.0,243.0
MEG_7302|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,2210.0,1498.0,2171.0,2257.0,2118.0,1006.0,2208.0,2252.0,2195.0,861.0,918.0
MEG_1082|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH4,0,0,333.0,397.0,13.0,941.0,0,0,0,0,0
MEG_1038|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,636.0,1088.0,1196.0,1147.0,658.0,23.0,36.0,0,349.0,154.0,231.0
MEG_2083|Metals|Copper_resistance|Copper_resistance_regulator|COPZ,332.0,0,0,5.0,265.0,0,0,0,0,0,3.0
MEG_2117|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,0,50.0,0,0,0,0,0,0,0,0,0
MEG_1628|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,0,0,0,0,11.0,0,0,0,0,0,32.0
MEG_8144|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,120.0,123.0
MEG_3515|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNF,0,0,0,0,0,0,0,0,0,12.0,21.0
MEG_6940|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,214.0,0,0,0,0
MEG_3746|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA,2170.0,1242.0,2156.0,2421.0,1740.0,542.0,2305.0,2346.0,2177.0,82.0,76.0
MEG_3122|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,0,145.0
MEG_2378|Drugs|betalactams|Class_A_betalactamases|CTX,1126.0,0,1064.0,1164.0,910.0,87.0,254.0,0,0,368.0,415.0
MEG_1624|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,6.0
MEG_4070|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRA,0,0,0,0,0,0,208.0,0,0,0,0
MEG_1698|Drugs|betalactams|Class_A_betalactamases|CFX,722.0,834.0,1656.0,1739.0,1102.0,151.0,0,0,426.0,61.0,201.0
MEG_4750|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,22.0,29.0,170.0,0,0,0,0,113.0,288.0
MEG_6136|Drugs|Multi-drug_resistance|MDR_mutation|MRPOB|RequiresSNPConfirmation,0,0,0,586.0,0,0,0,0,0,0,0
MEG_1783|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMX,1913.0,0,124.0,190.0,2132.0,388.0,0,0,0,0,31.0
MEG_5785|Drugs|Lipopeptides|Colistin-resistant_mutant|PHOQ|RequiresSNPConfirmation,0,62.0,0,0,0,0,0,0,0,0,0
MEG_7346|Drugs|Glycopeptides|VanB-type_resistance_protein|VANB,0,21.0,0,0,0,0,0,0,0,0,0
MEG_6509|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|SILS,0,0,1836.0,2822.0,0,0,69.0,0,0,140.0,186.0
MEG_7498|Drugs|Glycopeptides|VanC-type_regulator|VANSC,0,0,0,0,0,0,1051.0,0,0,0,0
MEG_7317|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,811.0,509.0,834.0,909.0,831.0,170.0,480.0,587.0,541.0,899.0,968.0
MEG_3100|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,0,11.0
MEG_2681|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,211.0,268.0,189.0,507.0,111.0,44.0,689.0,790.0,591.0,0,0
MEG_4109|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|NALC|RequiresSNPConfirmation,0,30.0,0,0,0,0,0,0,0,0,0
MEG_6086|Drugs|Rifampin|Rifampin_phosphotransferase|RPH,0,0,0,0,84.0,0,0,0,0,0,0
MEG_64|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0,0,0,0,0,0,25.0,0,0,0,0
MEG_7028|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,277.0,0,421.0,1463.0,555.0,0,201.0,0,0,37.0,57.0
MEG_6759|Drugs|betalactams|Class_A_betalactamases|TEM,161.0,0,56.0,257.0,26.0,0,635.0,0,0,0,0
MEG_4747|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,17.0,17.0
MEG_7506|Drugs|Glycopeptides|VanD-type_regulator|VANSD,0,72.0,0,0,0,0,0,0,0,0,0
MEG_7111|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,2314.0,1604.0,1358.0,1717.0,2629.0,1311.0,1649.0,0,447.0,384.0,666.0
MEG_4770|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,902.0,1018.0
MEG_7870|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3-PRIME,0,0,0,0,0,0,0,0,0,8.0,0
MEG_3126|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,0,60.0
MEG_7058|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC,87.0,0,185.0,394.0,60.0,0,0,0,0,785.0,967.0
MEG_3118|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,78.0,0
MEG_7147|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,132.0,0,278.0,999.0,174.0,162.0,214.0,0,0,66.0,164.0
MEG_3720|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,0,0,0,0,0,0,0,0,0,28.0,63.0
MEG_6138|Drugs|Glycopeptides|Vancomycin-resistant_mutation|RPOC|RequiresSNPConfirmation,5341.0,1345.0,4430.0,4445.0,5371.0,2580.0,5054.0,912.0,0,688.0,1151.0
MEG_6810|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,19.0,22.0,0,0,189.0,0,0,0,0
MEG_3245|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation,0,0,385.0,366.0,0,0,0,0,0,0,0
MEG_6809|Drugs|betalactams|Class_A_betalactamases|TEM,42.0,0,29.0,52.0,0,0,319.0,0,0,0,0
MEG_6153|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|RUVB,0,0,0,0,0,0,0,0,56.0,0,0
MEG_1490|Drugs|Cationic_antimicrobial_peptides|Cationic_peptide-resistant_16S_ribosomal_subunit_protein|CAP16S|RequiresSNPConfirmation,2914.0,2746.0,2915.0,2954.0,2894.0,1991.0,2947.0,2979.0,2918.0,2341.0,2321.0
MEG_5883|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,0,0,0,0,0,0,0,0,37.0,57.0
MEG_1042|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0,0,0,0,0,0,0,0,0,63.0,85.0
MEG_2524|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,96.0,0,0,134.0,0,0,0,0
